text,label,clear_text,bigram_text
Мне одному смешно от этих фоток с маскарада?,neutral,"['я', 'один', 'смешно', 'этот', 'фотка', 'маскарад']","['я', 'один', 'смешно', 'этот', 'фотка', 'маскарад']"
болеем...=(,negative,['болеть'],['болеть']
беда не приходит одна...,negative,"['беда', 'приходить', 'один']","['беда', 'приходить', 'один']"
"Характерная черта филаретовского раскола - непочитание новомучеников и исповедников ХХ века. Ну хоть бы украинцев прославили. Нет, смотрю их каленадарь на март и - пусто... Денисенко и в советское время, будучи киевским митрополитом по-сергиански помалкивал о гонениях на Русскую Церковь, и теперь делает вид, что ничего не было... ",negative,"['характерный', 'черта', 'филаретовский', 'раскол', 'непочитание', 'новомученик', 'исповедник', 'ХХ', 'век', 'ну', 'украинец', 'прославлять', 'нет', 'смотреть', 'каленадарь', 'март', 'пусто', 'денисенко', 'советский', 'время', 'быть', 'киевский', 'митрополит', 'сергианский', 'помалкивать', 'гонение', 'русский', 'церковь', 'делать', 'вид']","['характерный', 'черта', 'филаретовский', 'раскол', 'непочитание', 'новомученик', 'исповедник', 'ХХ', 'век', 'ну', 'украинец', 'прославлять', 'нет', 'смотреть', 'каленадарь', 'март', 'пусто', 'денисенко', 'советский_время', 'быть', 'киевский', 'митрополит', 'сергианский', 'помалкивать', 'гонение', 'русский', 'церковь', 'делать_вид']"
и медленно сходить с ума...,neutral,"['медленно', 'сходить', 'ум']","['медленно', 'сходить_ум']"
ты просто смирись и расслабься)не рыпайся)ты ГОВНО!,negative,"['просто', 'смиряться', 'расслабляться', 'рыпаться', 'гавно']","['просто', 'смиряться', 'расслабляться', 'рыпаться', 'гавно']"
ты пизда я тебе всеку,negative,"['пизда', 'ты', 'всека']","['пизда', 'ты', 'всека']"
"в Донецке все -таки МТС отключили , не спроста это!",neutral,"['донецк', 'таки', 'мтс', 'отключать', 'спроста', 'это']","['донецк', 'таки', 'мтс', 'отключать', 'спроста', 'это']"
"Ничего нет у людей внутри,выставляющие все наружу ..👌🐾",neutral,"['ничего', 'человек', 'внутри', 'выставлять', 'наружу']","['ничего', 'человек', 'внутри', 'выставлять', 'наружу']"
"Жасмин тварь, ""аладин"" аладину...",negative,"['жасмин', 'тварь', 'аладин', 'аладин']","['жасмин', 'тварь', 'аладин', 'аладин']"
"
Удивительная хуйня. С удовольствием бы сходил и попел песни Макаревича и Арбениной. Но: ""собирать подписи в поддержку Андрея Макаревича, письма политзаключенным и книги для узников.""
Вот список политзаключенных  во главе, конечно, с Навальным, бунтующими пёздами и иже с ними.
Вопрос: На хуя?? Этим дерьмом что, обязательно все дыры затыкивать? Странно, что белые ленты не раздают и пидоры под ""место, где свет"" не дефилируют.",negative,"['удивительный', 'хуйня', 'удовольствие', 'сходить', 'попеть', 'песня', 'макаревич', 'арбенина', 'но', 'собирать', 'подпись', 'поддержка', 'андрей', 'макаревич', 'письмо', 'политзаключенный', 'книга', 'узник', 'вот', 'список', 'политзаключенный', 'глава', 'навальный', 'бунтовать', 'пезда', 'иже', 'они', 'вопрос', 'на', 'хуй', 'этот', 'дерьмо', 'обязательно', 'дыра', 'затыкивать', 'странно', 'белый', 'лента', 'раздавать', 'пидор', 'место', 'свет', 'дефилировать']","['удивительный', 'хуйня', 'удовольствие', 'сходить', 'попеть', 'песня', 'макаревич', 'арбенина', 'но', 'собирать', 'подпись', 'поддержка', 'андрей', 'макаревич', 'письмо', 'политзаключенный', 'книга', 'узник', 'вот', 'список', 'политзаключенный', 'глава', 'навальный', 'бунтовать', 'пезда', 'иже', 'они', 'вопрос', 'на', 'хуй', 'этот', 'дерьмо', 'обязательно', 'дыра', 'затыкивать', 'странно', 'белый', 'лента', 'раздавать', 'пидор', 'место', 'свет', 'дефилировать']"
"Блять ну сколько можно, уже 5-й телефон за этот год сдох",negative,"['блять', 'сколько', 'телефон', 'год', 'сдыхать']","['блять', 'сколько', 'телефон', 'год', 'сдыхать']"
"Елизаров, видимо, отменяется. У них отчетники на конец мая запланированы.",neutral,"['елизаров', 'видимо', 'отменяться', 'отчетник', 'конец', 'май', 'запланировать']","['елизаров', 'видимо', 'отменяться', 'отчетник', 'конец', 'май', 'запланировать']"
Не давала себе вчера скучать:),neutral,"['не', 'давать', 'вчера', 'скучать']","['не', 'давать', 'вчера', 'скучать']"
Е**ный ремонт ванной,negative,"['ный', 'ремонт', 'ванный']","['ный', 'ремонт', 'ванный']"
Смерть от вентилятора — Википедия,neutral,"['смерть', 'вентилятор', 'википедия']","['смерть', 'вентилятор', 'википедия']"
"За тысячи километров от родных рук и глаз,ты наконец-то понимаешь,что означает слово ""скучать"".",neutral,"['за', 'тысяча', 'километр', 'родные', 'рука', 'глаз', 'понимать', 'означать', 'слово', 'скучать']","['за', 'тысяча', 'километр', 'родные', 'рука', 'глаз', 'понимать', 'означать', 'слово', 'скучать']"
"Когда завтра экзамен, а я всё ещё тупенькая :(",negative,"['когда', 'завтра', 'экзамен', 'все', 'еще', 'тупенький']","['когда', 'завтра', 'экзамен', 'все', 'еще', 'тупенький']"
Два часа ночи... Я убитый... На дискотеке.. Но писать ещё могу... Заебись...,positive,"['два', 'час', 'ночь', 'убивать', 'на', 'дискотека', 'но', 'писать', 'еще', 'мочь', 'заебись']","['два', 'час', 'ночь', 'убивать', 'на', 'дискотека', 'но', 'писать', 'еще', 'мочь', 'заебись']"
"Я в шоке, шок во мне и мы оба в ахуе...",negative,"['шок', 'шок', 'оба', 'ахуй']","['шок', 'шок', 'оба', 'ахуй']"
"Люблю своих друзей. С ними стыдно, зато весело",positive,"['любить', 'свой', 'друг', 'они', 'стыдно', 'зато', 'весело']","['любить', 'свой', 'друг', 'они', 'стыдно', 'зато', 'весело']"
"Это уже слишком. Благодаря Ленину и появился СССР, хоть люди нормально пожили.",neutral,"['это', 'слишком', 'благодаря', 'ленин', 'появляться', 'ссср', 'человек', 'нормально', 'пожить']","['это', 'слишком', 'благодаря', 'ленин', 'появляться', 'ссср', 'человек', 'нормально', 'пожить']"
"Нет смысла спорить с человеком настолько тупым, что он даже не видит, что вы компетентнее.
 Джон Ропер",neutral,"['нет', 'смысл', 'спорить', 'человек', 'настолько', 'тупой', 'видеть', 'компетентно', 'джон', 'ропирать']","['нет', 'смысл', 'спорить', 'человек', 'настолько', 'тупой', 'видеть', 'компетентно', 'джон', 'ропирать']"
"Как то, все очень плохо...",negative,"['как', 'очень', 'плохо']","['как', 'очень', 'плохо']"
"Эх,если бы он только знал, как я радуюсь его
сообщениям. 😌 😌 😌",positive,"['эх', 'знать', 'радоваться', 'сообщение']","['эх', 'знать', 'радоваться', 'сообщение']"
"Жил был человек, веселый такой, жизнь любил, шутки шутил. Но потом влюбился, и скис в говно",negative,"['жить', 'человек', 'веселый', 'жизнь', 'любить', 'шутка', 'шутить', 'но', 'влюбляться', 'скисать', 'гавно']","['жить', 'человек', 'веселый', 'жизнь', 'любить', 'шутка', 'шутить', 'но', 'влюбляться', 'скисать', 'гавно']"
"В чужом глазу соринку видим, в своем бревно не замечаем.",neutral,"['чужой', 'глаз', 'соринка', 'видеть', 'свой', 'бревно', 'замечать']","['чужой', 'глаз', 'соринка', 'видеть', 'свой', 'бревно', 'замечать']"
"Хочется лета. Тупо болтаться на улице, пытаясь найти тенек, да чтоб ветерком обдувало, не думать и даже не знать день недели!",positive,"['хотеться', 'лето', 'тупо', 'болтаться', 'улица', 'пытаться', 'находить', 'тенек', 'ветерок', 'обдувать', 'думать', 'знать', 'день', 'неделя']","['хотеться', 'лето', 'тупо', 'болтаться', 'улица', 'пытаться', 'находить', 'тенек', 'ветерок', 'обдувать', 'думать', 'знать', 'день', 'неделя']"
"Пиздец, мне в моем городе даже знакомиться не с кем не хочется, все друг с другом мутили, все друг друга ебали, все знакомы, бермудский треугольник блядь.",negative,"['пиздец', 'мой', 'город', 'знакомиться', 'кто', 'хотеться', 'друг', 'друг', 'мутить', 'друг', 'друг', 'ебать', 'знакомый', 'бермудский', 'треугольник', 'блядь']","['пиздец', 'мой', 'город', 'знакомиться', 'кто', 'хотеться', 'друг_друг', 'мутить', 'друг_друг', 'ебать', 'знакомый', 'бермудский', 'треугольник', 'блядь']"
Мда... бросаться с крыши нынче стало уже трендом,neutral,"['мда', 'бросаться', 'крыша', 'нынче', 'становиться', 'тренд']","['мда', 'бросаться', 'крыша', 'нынче', 'становиться', 'тренд']"
"Да просто Катерине надоело работать (а кому бы не надоело на такой должности), а желающий покупать платьица так и не … ",neutral,"['да', 'просто', 'катерина', 'надоедать', 'работать', 'кто', 'надоедать', 'должность', 'желать', 'покупать', 'платьице']","['да', 'просто', 'катерина', 'надоедать', 'работать', 'кто', 'надоедать', 'должность', 'желать', 'покупать', 'платьице']"
"""Матросы - отродье хамское, но дело своё разумеют. А посему! Жалование платить, в кабаки пускать, девкам любить. Пособие из сукна выдавать. Будучи за границей, на берег не спущать. Ибо он умного слова не скажет и драку учинит. Коков и боцманов держать на шкентеле, дабы они не позорили флот Российский. Каждый матрос, увидев дыру, обязан закрыть её. Баб и всякую такую утварь на корабль не пущать, а ежели пущать, то по одной на брата, дабы не было сумятицы.""",neutral,"['матрос', 'отродье', 'хамский', 'дело', 'свой', 'разуметь', 'посему', 'жалование', 'платить', 'кабак', 'пускать', 'девка', 'любить', 'пособие', 'сукно', 'выдавать', 'быть', 'граница', 'берег', 'спущать', 'ибо', 'умный', 'слово', 'сказать', 'драка', 'учинять', 'коков', 'боцман', 'держать', 'шкентель', 'дабы', 'позорить', 'флот', 'российский', 'каждый', 'матрос', 'увидеть', 'дыра', 'обязанный', 'закрывать', 'она', 'баба', 'всякий', 'такой', 'утварь', 'корабль', 'пущать', 'ежели', 'пущать', 'один', 'брат', 'дабы', 'сумятица']","['матрос', 'отродье', 'хамский', 'дело', 'свой', 'разуметь', 'посему', 'жалование', 'платить', 'кабак', 'пускать', 'девка', 'любить', 'пособие', 'сукно', 'выдавать', 'быть', 'граница', 'берег', 'спущать', 'ибо', 'умный', 'слово', 'сказать', 'драка', 'учинять', 'коков', 'боцман', 'держать', 'шкентель', 'дабы', 'позорить', 'флот', 'российский', 'каждый', 'матрос', 'увидеть', 'дыра', 'обязанный', 'закрывать', 'она', 'баба', 'всякий', 'такой', 'утварь', 'корабль', 'пущать', 'ежели', 'пущать', 'один', 'брат', 'дабы', 'сумятица']"
"У Обамы тётя скончалась ... и где ... в доме престарелых 😨
Вот такие они, президенты шышыа",neutral,"['обама', 'тетя', 'скончаться', 'дом', 'престарелый', 'вот', 'такой', 'президент', 'шышыа']","['обама', 'тетя', 'скончаться', 'дом', 'престарелый', 'вот', 'такой', 'президент', 'шышыа']"
Все очень плохо.,negative,"['весь', 'очень', 'плохо']","['весь', 'очень', 'плохо']"
... а я пропустил такое...... 😢,negative,"['пропускать', 'такой']","['пропускать', 'такой']"
"«бывших не бывает. бывают либо лишние, либо вечные»",neutral,"['бывший', 'бывать', 'бывать', 'либо', 'лишний', 'либо', 'вечный']","['бывший', 'бывать', 'бывать', 'либо', 'лишний', 'либо', 'вечный']"
"Убиенных щадят, отпевают и балуют Раем, Не скажу про живых, а покойников мы бережем.",neutral,"['убиенный', 'щадить', 'отпевать', 'баловать', 'рай', 'не', 'сказать', 'живой', 'покойник', 'беречь']","['убиенный', 'щадить', 'отпевать', 'баловать', 'рай', 'не', 'сказать', 'живой', 'покойник', 'беречь']"
"Будет ещё больней , но ты держись.",negative,"['быть', 'еще', 'больно', 'держаться']","['быть', 'еще', 'больно', 'держаться']"
люблю ее...хоть она мне и не верит...(,positive,"['любить', 'верить']","['любить', 'верить']"
ак мы с тобой и не нашли воду((( завтра поищем :),neutral,"['ак', 'ты', 'находить', 'вода', 'завтра', 'поискать']","['ак', 'ты', 'находить', 'вода', 'завтра', 'поискать']"
"Люблю мать... Убью за сестру... Сломаю жизнь за брата. Порву за ту, к которой отношусь серьёзно. Отдам последнее за друзей.",positive,"['любить', 'мать', 'убивать', 'сестра', 'сломать', 'жизнь', 'брат', 'порывать', 'тот', 'который', 'относиться', 'серьезно', 'отдавать', 'последний', 'друг']","['любить', 'мать', 'убивать', 'сестра', 'сломать', 'жизнь', 'брат', 'порывать', 'тот_который', 'относиться', 'серьезно', 'отдавать', 'последний', 'друг']"
"Знаете, вам постоянно будут говорить что вы странный, неправильный, глупый и прочую чушь. Никаких ""настоящих"" мужчин не существует. Это женский вымысел, подстроенный под каждую. Для них ""настоящий"" это безвольное растение, существующие исключительное для неё. У нас же другой путь. Они будут очень долго визжать по этому поводу но по хуй на всех них. Мы те, кто мы есть, а свои стереотипы пускай они засунут себе куда по дальше. Игнорьте всех, совершенствуйтесь и эти же люди, еще недавно ненавидящие вас, вскоре потянутся за вами.",neutral,"['знать', 'постоянно', 'быть', 'говорить', 'странный', 'неправильный', 'глупый', 'прочий', 'чушь', 'никакой', 'настоящий', 'мужчина', 'существовать', 'это', 'женский', 'вымысел', 'подстраивать', 'каждый', 'для', 'настоящий', 'этот', 'безвольный', 'растение', 'существовать', 'исключительный', 'она', 'путь', 'они', 'быть', 'очень', 'долго', 'визжать', 'этот', 'повод', 'хуй', 'мы', 'тот', 'свой', 'стереотип', 'пускай', 'засовывать', 'далеко', 'игнорить', 'совершенствоваться', 'человек', 'недавно', 'ненавидеть', 'вскоре', 'потянуться', 'вы']","['знать', 'постоянно', 'быть', 'говорить', 'странный', 'неправильный', 'глупый', 'прочий', 'чушь', 'никакой', 'настоящий_мужчина', 'существовать', 'это', 'женский', 'вымысел', 'подстраивать', 'каждый', 'для', 'настоящий', 'этот', 'безвольный', 'растение', 'существовать', 'исключительный', 'она', 'путь', 'они', 'быть', 'очень', 'долго', 'визжать', 'этот', 'повод', 'хуй', 'мы', 'тот', 'свой', 'стереотип', 'пускай', 'засовывать', 'далеко', 'игнорить', 'совершенствоваться', 'человек', 'недавно', 'ненавидеть', 'вскоре', 'потянуться', 'вы']"
"Сегодняшний обед. Приходится быть вегетарианцем, мясо дорогое и ОЧЕНЬ жесткое. Чтобы оно не гнило на жаре его сушат. Хотя, как я писал, я приехал в сезон дождей (июнь-август), поэтому тут не жарко. Средняя температура 20 градусов. А в дождь довольно прохладно становится. Успел два раза простыть и выздороветь уже. В сентябре начнется самый холодный и сухой сезон, температура опустится до +15, а так как в Нигерии шуб ни у кого нет, все будут страдать от холода.",neutral,"['сегодняшний', 'обед', 'приходиться', 'вегетарианец', 'мясо', 'дорогой', 'очень', 'жесткий', 'чтобы', 'оно', 'гнилой', 'жара', 'сушить', 'хотя', 'писать', 'приезжать', 'сезон', 'дождь', 'июнь', 'август', 'поэтому', 'жарко', 'средний', 'температура', 'градус', 'дождь', 'довольно', 'прохладно', 'становиться', 'успевать', 'раз', 'простыть', 'выздоравливать', 'сентябрь', 'начинаться', 'самый', 'холодный', 'сухой', 'сезон', 'температура', 'опускаться', 'нигерия', 'шуба', 'кто', 'быть', 'страдать', 'холод']","['сегодняшний', 'обед', 'приходиться', 'вегетарианец', 'мясо', 'дорогой', 'очень', 'жесткий', 'чтобы', 'оно', 'гнилой', 'жара', 'сушить', 'хотя', 'писать', 'приезжать', 'сезон', 'дождь', 'июнь', 'август', 'поэтому', 'жарко', 'средний', 'температура', 'градус', 'дождь', 'довольно', 'прохладно', 'становиться', 'успевать', 'раз', 'простыть', 'выздоравливать', 'сентябрь', 'начинаться', 'самый', 'холодный', 'сухой', 'сезон', 'температура', 'опускаться', 'нигерия', 'шуба', 'кто', 'быть', 'страдать', 'холод']"
да😂 не убивайте меня!,neutral,['убивать'],['убивать']
неправда...,neutral,['неправда'],['неправда']
Скор тебя заберут в армию и ты ахуееш,negative,"['скорый', 'забирать', 'армия', 'ахуееш']","['скорый', 'забирать', 'армия', 'ахуееш']"
"Одна нелепая случайность, одна неверная фраза, нечаянно услышанный разговор и человек как будто умирает для тебя.",negative,"['один', 'нелепый', 'случайность', 'один', 'неверный', 'фраза', 'нечаянно', 'услышать', 'разговор', 'человек', 'умирать']","['один', 'нелепый', 'случайность', 'один', 'неверный', 'фраза', 'нечаянно', 'услышать', 'разговор', 'человек', 'умирать']"
блин ультраса не будет ,neutral,"['блин', 'ультрас']","['блин', 'ультрас']"
Я зла на тебя не держу. Иди с миром. Но в жопу.,negative,"['зло', 'держать', 'идти', 'мир', 'но', 'жопа']","['зло', 'держать', 'идти', 'мир', 'но', 'жопа']"
"Весёлая ночь прошла,попытка суицида,поножовчина игн...",negative,"['веселый', 'ночь', 'проходить', 'попытка', 'суицид', 'поножовчин', 'игн']","['веселый', 'ночь', 'проходить', 'попытка', 'суицид', 'поножовчин', 'игн']"
"Это был последний день лета, мы развлекались как могли.
Прошу прощения за мат извне в конце видеозаписи.",neutral,"['это', 'последний', 'день', 'лето', 'развлекаться', 'мочь', 'просить', 'прощение', 'мат', 'извне', 'конец', 'видеозапись']","['это', 'последний', 'день', 'лето', 'развлекаться', 'мочь', 'просить_прощение', 'мат', 'извне', 'конец', 'видеозапись']"
"Блять снова потерян.......
Где мой дом!!!!!????",negative,"['блять', 'снова', 'потерять', 'где', 'дом']","['блять', 'снова', 'потерять', 'где', 'дом']"
"Меня окружает стена невнимания. София Зайнуллина и Филипп Остроухов пожалеют о моём уходе, но будет поздно.",negative,"['я', 'окружать', 'стена', 'невнимание', 'софия', 'зайнуллин', 'филипп', 'остроухов', 'пожалеть', 'мой', 'уход', 'поздно']","['я', 'окружать', 'стена', 'невнимание', 'софия', 'зайнуллин', 'филипп', 'остроухов', 'пожалеть', 'мой', 'уход', 'поздно']"
Все дороги ведут в .....,neutral,"['весь', 'дорога', 'вести']","['весь', 'дорога', 'вести']"
"Наш город засыпало кокаином, так как в снег в конце марта я отказываюсь верить.",neutral,"['наш', 'город', 'засыпать', 'кокаин', 'снег', 'конец', 'март', 'отказываться', 'верить']","['наш_город', 'засыпать', 'кокаин', 'снег', 'конец', 'март', 'отказываться', 'верить']"
Нахуя мне наркотики? Я и без них ебанутый,negative,"['нахуя', 'наркотик', 'ебануть']","['нахуя', 'наркотик', 'ебануть']"
Эдик сошел с ума),neutral,"['эдик', 'сходить', 'ум']","['эдик', 'сходить_ум']"
революции не будет! будет говно!,negative,"['революция', 'гавно']","['революция', 'гавно']"
"Моё состояние после бешеного рабочего дня...
Давненько такого не было!
Просто амеба(",negative,"['мой', 'состояние', 'бешеный', 'рабочий', 'день', 'давненько', 'такой', 'просто', 'амеба']","['мой', 'состояние', 'бешеный', 'рабочий_день', 'давненько', 'такой', 'просто', 'амеба']"
"Сарказм - это естественная защитная реакция психики против тупизны окружающих. 

ясно Артём :D",neutral,"['сарказм', 'это', 'естественный', 'защитный', 'реакция', 'психика', 'против', 'тупизна', 'окружать', 'ясно', 'артем']","['сарказм', 'это', 'естественный', 'защитный', 'реакция', 'психика', 'против', 'тупизна', 'окружать', 'ясно', 'артем']"
"бедная, бедная, бедная моя печень...  : с утра соки и напитки, а вечером - коньяк и водка!!!",negative,"['бедный', 'бедный', 'бедный', 'печень', 'утро', 'сок', 'напиток', 'вечер', 'коньяк', 'водка']","['бедный', 'бедный', 'бедный', 'печень', 'утро', 'сок', 'напиток', 'вечер', 'коньяк', 'водка']"
"Забитый пенальти - это удача бьющего, а не ошибка вратаря.",neutral,"['забивать', 'пенальти', 'это', 'удача', 'бить', 'ошибка', 'вратарь']","['забивать', 'пенальти', 'это', 'удача', 'бить', 'ошибка', 'вратарь']"
"Знаете как обидно, когда последние деньки лета, а ты сидишь дома , как дура и болеешь !?",negative,"['знать', 'обидно', 'последний', 'денек', 'лето', 'сидеть', 'дом', 'дура', 'болеть']","['знать', 'обидно', 'последний', 'денек', 'лето', 'сидеть', 'дом', 'дура', 'болеть']"
"Верните в моду доброту
И звук речей без мата.
Верните душам чистоту
Без пьяного умата.

Верните в моду детский смех
Вдоль улиц и площадок,
Без телефонных всех помех
И интернетных вкладок.

Верните в моду простоту
Без всех шаблонных мыслей.
Верните то, что я люблю -
Чтоб хамы мозг не грызли.

Верните вежливость в народ
И почитанье старших.
Верните то, что я люблю -
Улыбки самым младшим.

Верните в моду скромным быть.
И чтоб запреты наглости.
Верните то, что я люблю.
И в праздник больше сладостей.",neutral,"['вернуть', 'мода', 'доброта', 'звук', 'речь', 'мат', 'вернуть', 'душа', 'чистота', 'без', 'пьяный', 'умат', 'вернуть', 'мода', 'детский', 'смех', 'вдоль', 'улица', 'площадка', 'без', 'телефонный', 'помеха', 'интернетный', 'вкладка', 'вернуть', 'мода', 'простота', 'без', 'шаблонный', 'мысль', 'вернуть', 'любить', 'чтоб', 'хам', 'мозг', 'грызть', 'вернуть', 'вежливость', 'народ', 'почитание', 'старший', 'вернуть', 'любить', 'улыбка', 'самый', 'младший', 'вернуть', 'мода', 'скромный', 'запрет', 'наглость', 'вернуть', 'любить', 'праздник', 'сладость']","['вернуть_мода', 'доброта', 'звук', 'речь', 'мат', 'вернуть', 'душа', 'чистота', 'без', 'пьяный', 'умат', 'вернуть_мода', 'детский', 'смех', 'вдоль', 'улица', 'площадка', 'без', 'телефонный', 'помеха', 'интернетный', 'вкладка', 'вернуть_мода', 'простота', 'без', 'шаблонный', 'мысль', 'вернуть', 'любить', 'чтоб', 'хам', 'мозг', 'грызть', 'вернуть', 'вежливость', 'народ', 'почитание', 'старший', 'вернуть', 'любить', 'улыбка', 'самый', 'младший', 'вернуть_мода', 'скромный', 'запрет', 'наглость', 'вернуть', 'любить', 'праздник', 'сладость']"
Абонент пиздабол!,negative,"['абонент', 'пиздабол']","['абонент', 'пиздабол']"
я буду дальше ложить на всё свою залупу,negative,"['быть', 'далеко', 'ложить', 'все', 'залупа']","['быть', 'далеко', 'ложить', 'все', 'залупа']"
разве реально будет устоять....если будет играть хотя бы это.......,neutral,"['реально', 'устаивать', 'играть', 'хотя', 'это']","['реально', 'устаивать', 'играть', 'хотя', 'это']"
исключительно клоун,neutral,"['исключительно', 'клоун']","['исключительно', 'клоун']"
БЕССТЫЖИЙ!!!,neutral,['бесстыжий'],['бесстыжий']
"меня мама по детству в интернат здала, жизнь бедная была, потом я збежал, потом завёл страничку вконтакте...... а теперь я тут Блеать)))",negative,"['мама', 'детство', 'интернат', 'здавать', 'жизнь', 'бедный', 'збегать', 'заводить', 'страничка', 'вконтакте', 'блеать']","['мама', 'детство', 'интернат', 'здавать', 'жизнь', 'бедный', 'збегать', 'заводить', 'страничка', 'вконтакте', 'блеать']"
"Часто люди стараются промолчать вовсе не потому, что им совершенно нечего сказать, а как раз наоборот.",neutral,"['часто', 'человек', 'стараться', 'промолчать', 'вовсе', 'совершенно', 'нечего', 'сказать', 'наоборот']","['часто', 'человек', 'стараться', 'промолчать', 'вовсе', 'совершенно', 'нечего', 'сказать', 'наоборот']"
"Ну как так,судью, на мыло не защитал гол было бы 1:1",negative,"['ну', 'судья', 'мыло', 'защитать', 'гол']","['ну', 'судья', 'мыло', 'защитать', 'гол']"
"Я хоть и распиздяй,но душа у меня охуенная....",positive,"['распиздяй', 'душа', 'охуенный']","['распиздяй', 'душа', 'охуенный']"
"И скучно и грустно, и некому руку подать
 В минуту душевной невзгоды...
 Желанья!.. что пользы напрасно и вечно желать?..
 А годы проходят — все лучшие годы! 

Любить... но кого же?.. на время — не стоит труда,
 А вечно любить невозможно.
 В себя ли заглянешь? — там прошлого нет и следа:
 И радость, и муки, и всё там ничтожно... 

Что страсти? — ведь рано иль поздно их сладкий недуг
 Исчезнет при слове рассудка;
 И жизнь, как посмотришь с холодным вниманьем вокруг — 
 Такая пустая и глупая шутка...",negative,"['скучно', 'грустно', 'некого', 'рука', 'подавать', 'минута', 'душевный', 'невзгода', 'желание', 'польза', 'напрасно', 'вечно', 'желать', 'год', 'проходить', 'хороший', 'год', 'любить', 'кто', 'время', 'стоять', 'труд', 'вечно', 'любить', 'невозможно', 'заглядывать', 'прошлое', 'след', 'радость', 'мука', 'все', 'ничтожный', 'что', 'страсть', 'рано', 'иль', 'поздно', 'сладкий', 'недуг', 'исчезать', 'слово', 'рассудок', 'жизнь', 'посмотреть', 'холодный', 'внимание', 'вокруг', 'такой', 'пустой', 'глупый', 'шутка']","['скучно', 'грустно', 'некого', 'рука', 'подавать', 'минута', 'душевный', 'невзгода', 'желание', 'польза', 'напрасно', 'вечно', 'желать', 'год_проходить', 'хороший', 'год', 'любить', 'кто', 'время', 'стоять', 'труд', 'вечно', 'любить', 'невозможно', 'заглядывать', 'прошлое', 'след', 'радость', 'мука', 'все', 'ничтожный', 'что', 'страсть', 'рано', 'иль', 'поздно', 'сладкий', 'недуг', 'исчезать', 'слово', 'рассудок', 'жизнь', 'посмотреть', 'холодный', 'внимание', 'вокруг', 'такой', 'пустой', 'глупый', 'шутка']"
блин надо хотя бы посторатсо раньше ложиться спать,neutral,"['блин', 'хотя', 'посторатсо', 'рано', 'ложиться', 'спать']","['блин', 'хотя', 'посторатсо', 'рано', 'ложиться_спать']"
Делю на ноль,neutral,"['делить', 'ноль']","['делить', 'ноль']"
парашенко агент цру,neutral,"['парашенко', 'агент', 'цру']","['парашенко', 'агент', 'цру']"
"Друзья - это люди, с которыми среди ночи на даче идешь в туалет, потому что темно и одной идти страшно, и, когда ты заходишь в эту чудо-кабинку, они, ожидая тебя около неё орут - ""Чтоб ты провалилась, сучка!"" - znakoma?",neutral,"['друг', 'это', 'человек', 'который', 'среди', 'ночь', 'дача', 'идти', 'туалет', 'темно', 'один', 'идти', 'страшно', 'заходить', 'чудо', 'кабинка', 'ожидать', 'около', 'она', 'орать', 'чтоб', 'проваливаться', 'сучка']","['друг', 'это', 'человек_который', 'среди', 'ночь', 'дача', 'идти', 'туалет', 'темно', 'один', 'идти', 'страшно', 'заходить', 'чудо', 'кабинка', 'ожидать', 'около', 'она', 'орать', 'чтоб', 'проваливаться', 'сучка']"
"Депрессия невротическая - невротическое расстройство, характеризующееся непропорциональной депрессией, которая обычно наступает вслед за травмирующим событием. 

Это расстройство не включает бред или галлюцинации и часто ему предшествует психическая травма. Здесь имеет место также тревога, и в данном случае необходимо исключить смешанные состояния тревоги и депрессии.",neutral,"['депрессия', 'невротический', 'невротический', 'расстройство', 'характеризоваться', 'непропорциональный', 'депрессия', 'который', 'обычно', 'наступать', 'вслед', 'травмировать', 'событие', 'этот', 'расстройство', 'включать', 'бред', 'галлюцинация', 'часто', 'предшествовать', 'психический', 'травма', 'здесь', 'иметь', 'место', 'также', 'тревога', 'данный', 'случай', 'необходимо', 'исключать', 'смешанный', 'состояние', 'тревога', 'депрессия']","['депрессия', 'невротический', 'невротический', 'расстройство', 'характеризоваться', 'непропорциональный', 'депрессия', 'который', 'обычно', 'наступать', 'вслед', 'травмировать', 'событие', 'этот', 'расстройство', 'включать', 'бред', 'галлюцинация', 'часто', 'предшествовать', 'психический', 'травма', 'здесь', 'иметь', 'место', 'также', 'тревога', 'данный', 'случай', 'необходимо', 'исключать', 'смешанный', 'состояние', 'тревога', 'депрессия']"
